,Stock,Price (B.),P/E (X),P/BV (X),Market Cap (MB.),EV/EBITDA,BVPS (B.) (2018),BVPS (B.) (2017),Beta (2018),Beta (2017),Payout Ratio (2018),Payout Ratio (2017),Dividend 15 (Cash),Dividend 15 (Share),Dividend 16 (Cash),Dividend 16 (Share),Dividend 17 (Cash),Dividend 17 (Share),Dividend 18 (Cash),Dividend 18 (Share),Cash 14,Cash 15,Cash 16,Cash 17,EPS 14 (baht),EPS 15 (baht),EPS 16 (baht),EPS 17 (baht),ROE (%),D/E (X),Gross Profit Margin (%),Net Profit Margin (%),Net Profit Growth 15,Net Profit Growth 16,Net Profit Growth 17
20,SAMART,8.55,N/A,1.88,8605.61,51.53,4.55,5.31,0.89,1.28,N/A,N/A,0.3,,0.31,,0.08,,0.1,,1632.08,1998.63,2210.50,2646.11,1.48,0.80,0.07,-0.94,-18.31010671688638,3.506176154672395,16.74015339298275,-7.219834972589364,-45.58,-91.19,N/A
21,SAMTEL,10.30,28.87,1.79,6365.40,6.79,5.75,5.70,0.73,1.02,0.92,0.55,0.25,,0.25,,0.25,,0.18,,656.85,615.74,621.20,590.79,1.14,0.65,0.30,0.36,6.25613610955048,1.617545636092594,13.696144276280103,3.1578525227872976,-42.92,-54.28,19.87
22,SDC,0.29,N/A,2.78,1276.07,-3.46,0.10,0.35,0.54,0.87,N/A,N/A,0.015,,0.0,,0.0,,0.0,,139.54,149.24,118.90,242.18,0.16,0.01,-0.16,-0.44,-134.8125580010856,12.71094651998693,-2.537511529030673,-141.09825021808132,-94.77,N/A,N/A
23,SIS,8.50,10.03,1.60,2976.69,14.32,5.33,5.09,1.24,1.39,0.53,0.51,0.0,,0.3,,0.4,,0.45,,109.17,49.49,147.87,206.98,0.53,0.48,0.65,0.85,16.604753166539858,2.0869726009776177,5.500871439961217,1.4699938981385359,-8.28,34.70,30.49
24,SVOA,1.78,8.93,0.80,1258.46,16.29,2.23,2.15,1.11,1.04,0.17,0.08,0.0,,0.056,,0.014,,0.046,,116.65,152.78,290.94,511.58,0.07,0.13,0.08,0.20,9.34436866322927,1.9941092560032982,9.780513980405518,2.1035331686126897,99.79,-41.61,159.49
25,SYMC,8.50,N/A,1.64,3686.07,12.19,5.19,4.47,0.40,0.72,N/A,N/A,0.39,,0.00926,12.00 : 1.00,0.0,,0.0,,27.94,62.50,81.42,969.35,0.61,0.38,0.31,-0.27,-4.85487404162103,1.188935958578673,36.33058531978499,-6.273796549234972,-37.32,-12.76,N/A
26,SYNEX,14.30,17.66,3.97,11015.70,19.69,3.60,3.39,1.32,1.74,0.65,0.48,0.08,,0.32,,0.44,,0.35,,64.94,78.09,206.29,204.61,0.24,0.46,0.53,0.81,23.73468168726863,2.24829264774817,4.42690913868218,1.9121931123775149,97.19,13.45,53.30
27,THCOM,9.05,N/A,0.67,9919.40,94.50,13.52,16.50,0.80,0.89,N/A,1.80,0.0,,0.65,,0.7,,1.36,,2564.93,3401.14,2683.69,1960.77,1.46,1.94,1.47,-2.42,-15.899459073494604,0.7191617376496836,20.90422677129569,-35.689195377528755,32.56,-24.05,N/A
28,TRUE,7.60,109.19,1.90,253598.28,11.77,4.00,3.84,1.49,1.79,0.45,N/A,0.0,,0.00667,200.00 : 3.00,0.0,,0.031,,6611.59,10590.38,50183.81,18226.74,0.07,0.18,-0.09,0.07,1.7555994489643247,2.479594437937531,27.74033009730451,1.5734999607053528,209.52,N/A,N/A
29,TWZ,0.13,N/A,0.36,813.68,17.29,0.36,0.36,0.97,0.75,N/A,29.51,0.00572,,0.00133,,0.00785,,0.0,,498.00,342.26,542.31,479.84,0.03,0.00,0.02,-0.00,-0.14843738097259132,1.057685713532096,8.01681901694377,-0.09198093486077433,-78.08,284.72,N/A
