,Stock,Price (B.),P/E (X),P/BV (X),Market Cap (MB.),EV/EBITDA,BVPS (B.) (2018),BVPS (B.) (2017),Beta (2018),Beta (2017),Payout Ratio (2018),Payout Ratio (2017),Dividend 15 (Cash),Dividend 15 (Share),Dividend 16 (Cash),Dividend 16 (Share),Dividend 17 (Cash),Dividend 17 (Share),Dividend 18 (Cash),Dividend 18 (Share),Cash 14,Cash 15,Cash 16,Cash 17,EPS 14 (baht),EPS 15 (baht),EPS 16 (baht),EPS 17 (baht),ROE (%),D/E (X),Gross Profit Margin (%),Net Profit Margin (%),Net Profit Growth 15,Net Profit Growth 16,Net Profit Growth 17
11,ERWPF,6.05,-,0.66,1065.40,-,9.23,9.22,0.08,0.17,N/A,N/A,0.247,,0.5795,,0.148,,0.0,,10.38,14.47,16.14,15.59,,,,,,,,,,,
12,FUTUREPF,21.10,-,1.64,11173.84,-,12.86,12.92,0.13,0.13,N/A,N/A,0.926,,1.301,,1.416,,0.337,,68.98,43.79,55.66,35.53,,,,,,,,,,,
13,GAHREIT,9.85,-,0.97,1728.68,-,10.14,N/A,0.08,-,N/A,N/A,0.0,,0.0,,0.0,,0.137,,,,,7.35,,,,,,,,,,,
14,GLANDRT,11.90,-,1.35,5947.25,-,8.81,8.74,-0.01,-0.09,N/A,N/A,0.0,,0.0,,0.14,,0.0,,,,,248.05,,,,,,,,,,,
15,GOLDPF,7.50,-,0.78,1545.00,-,9.66,9.87,0.14,0.21,N/A,N/A,0.162,,0.358,,0.311,,0.0,,41.92,42.38,49.42,50.60,,,,,,,,,,,
16,GVREIT,14.50,-,1.43,11814.60,-,10.14,10.15,-0.03,-0.08,N/A,N/A,0.0,,0.2998,,0.7414,,0.2009,,,,113.58,134.65,,,,,,,,,,,
17,HPF,5.45,-,0.55,2561.50,-,9.88,9.81,0.24,0.23,N/A,N/A,0.334,,0.6695,,0.285,,0.09,,3.85,13.17,7.12,88.12,,,,,,,,,,,
18,HREIT,7.55,-,0.89,5304.89,-,8.51,8.69,0.19,0.18,N/A,N/A,0.0,,0.0,,0.2647,,0.0,,,,193.04,1160.02,,,,,,,,,,,
19,IMPACT,17.80,-,1.63,26388.50,-,10.93,10.90,?,-0.07,N/A,N/A,0.545,,0.75,,0.71,,0.21,,,204.87,254.63,206.03,,,,,,,,,,,
20,JCP,17.80,-,1.63,26388.50,-,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,
21,KPNPF,9.70,-,0.92,1746.00,-,10.54,10.48,?,-0.01,N/A,N/A,0.419,,0.461,,0.44,,0.115,,73.94,77.87,84.62,83.60,,,,,,,,,,,
22,LHHOTEL,15.70,-,1.27,8445.34,-,12.34,12.32,-0.06,0.04,N/A,N/A,0.0,,0.7555,,0.945,,0.253,,,218.78,0.37,0.11,,,,,,,,,,,
23,LHPF,8.75,-,0.82,2887.50,-,10.72,10.74,0.16,0.16,N/A,N/A,0.3471,,0.7509,,0.53,,0.127,,23.98,25.19,19.83,25.46,,,,,,,,,,,
24,LHSC,14.90,-,1.28,7272.16,-,11.59,11.56,0.15,0.05,N/A,N/A,0.38,,1.068,,0.919,,0.289,,120.23,113.03,100.00,89.29,,,,,,,,,,,
25,LUXF,8.15,-,0.71,1601.48,-,11.44,11.38,0.04,0.05,N/A,N/A,0.231,,0.476,,0.545,,0.18,,,25.72,19.19,33.04,,,,,,,,,,,
26,M-II,9.10,-,0.98,1565.20,-,9.28,9.38,-0.20,0.10,N/A,N/A,0.649,,0.6497,,0.523,,0.13,,5.89,7.00,3.94,29.15,,,,,,,,,,,
27,M-PAT,10.10,-,0.96,1060.50,-,10.56,10.52,?,-0.23,N/A,N/A,0.338,,0.708,,0.705,,0.18,,0.79,0.66,7.94,8.83,,,,,,,,,,,
28,M-STOR,10.40,-,0.90,632.32,-,11.49,11.48,-0.05,-0.08,N/A,N/A,0.367,,0.71,,0.715,,0.165,,0.59,0.95,0.54,10.25,,,,,,,,,,,
29,MIPF,21.70,-,1.63,4123.00,-,13.33,13.30,0.02,0.03,N/A,N/A,0.58,,1.15,,1.13,,0.55,,42.35,39.01,35.40,26.21,,,,,,,,,,,
30,MIT,5.05,-,0.63,492.38,-,8.00,8.48,-0.86,-0.70,N/A,N/A,0.0,,0.0,,0.0,,0.0,,,182.86,68.72,57.61,,,,,,,,,,,
31,MJLF,12.50,-,1.04,4125.00,-,12.03,12.21,?,-0.01,N/A,N/A,0.75,,1.01,,0.935,,0.22,,77.42,290.26,248.92,225.40,,,,,,,,,,,
32,MNIT,1.87,-,0.36,258.06,-,5.15,5.18,0.48,0.05,N/A,N/A,0.0705,,0.1281,,0.0757,,0.0068,,2.91,2.82,2.69,6.04,,,,,,,,,,,
33,MNIT2,5.40,-,0.54,542.54,-,10.02,10.48,0.09,0.02,N/A,N/A,0.34,,0.3372,,0.2556,,0.06,,0.66,0.66,0.76,15.86,,,,,,,,,,,
34,MNRF,3.70,-,0.36,397.75,-,10.26,10.17,-0.31,-0.15,N/A,N/A,0.125,,0.0,,0.0,,0.0,,0.56,3.20,3.23,32.84,,,,,,,,,,,
35,MONTRI,5.95,-,0.62,358.78,-,9.60,9.68,0.06,0.03,N/A,N/A,0.35,,0.19,,0.185,,0.11,,36.23,25.49,30.54,28.18,,,,,,,,,,,
36,POPF,14.10,-,1.27,6791.10,-,11.06,11.14,0.15,0.06,N/A,N/A,0.7877,,1.0322,,1.0814,,0.21,,81.43,114.86,162.32,140.97,,,,,,,,,,,
37,PPF,11.40,-,1.06,2559.41,-,10.74,10.66,0.07,0.10,N/A,N/A,0.6097,,0.82,,0.7644,,0.1718,,19.92,30.79,48.90,41.90,,,,,,,,,,,
38,QHHR,8.75,-,0.70,2940.00,-,12.53,12.57,0.06,-0.01,N/A,N/A,0.367,,0.78,,0.601,,0.131,,0.04,0.70,0.37,0.51,,,,,,,,,,,
39,QHOP,3.84,-,0.49,734.59,-,7.91,9.22,0.20,0.15,N/A,N/A,0.3,,0.36,,0.0,,0.14,,10.17,34.12,5.15,4.38,,,,,,,,,,,
40,QHPF,11.90,-,1.04,9484.30,-,11.38,11.17,?,-0.03,N/A,N/A,0.561,,0.85,,0.871,,0.282,,37.97,51.96,45.19,41.00,,,,,,,,,,,
41,SBPF,3.06,-,0.37,253.37,-,8.32,8.32,0.36,-0.07,N/A,N/A,0.0,,0.0,,0.0,,0.0,,2.39,2.44,0.00,54.94,,,,,,,,,,,
42,SHREIT,9.75,-,0.98,3440.16,-,9.96,N/A,-0.06,-,N/A,N/A,0.0,,0.0,,0.0,,0.0,,,,,313.66,,,,,,,,,,,
43,SIRIP,11.10,-,0.93,1887.00,-,11.98,11.86,-0.02,0.07,N/A,N/A,0.4636,,0.58,,0.5761,,0.155,,17.16,29.22,26.58,27.53,,,,,,,,,,,
44,SPF,23.40,-,1.86,22230.00,-,12.56,12.87,0.03,?,N/A,N/A,0.98,,1.44,,1.495,,0.345,,2.62,1.46,12.57,-,,,,,,,,,,,
45,SRIPANWA,11.20,-,0.97,3125.52,-,11.52,11.43,0.19,0.05,N/A,N/A,0.0,,0.0,,0.4214,,0.3625,,,,33.56,30.40,,,,,,,,,,,
46,SSPF,10.10,-,0.90,1686.70,-,11.18,11.18,0.18,0.23,N/A,N/A,0.26,,0.37,,0.45,,0.0,,16.45,22.58,62.85,76.98,,,,,,,,,,,
47,SSTPF,7.35,-,0.74,496.12,-,9.99,9.83,-0.08,0.13,N/A,N/A,0.3471,,0.3529,,0.4925,,0.2,,0.66,1.08,9.94,17.31,,,,,,,,,,,
48,SSTRT,6.60,-,0.86,541.20,-,7.71,N/A,0.08,-,N/A,N/A,0.0,,0.0,,0.0,,0.0138,,,,,12.01,,,,,,,,,,,
49,TIF1,8.55,-,0.81,769.50,-,10.60,10.60,0.13,0.17,N/A,N/A,0.4145,,0.5794,,0.618,,0.134,,,55.93,33.81,11.97,,,,,,,,,,,
50,TLGF,18.30,-,1.53,42772.28,-,11.94,11.92,0.01,0.07,N/A,N/A,0.415,,0.8699,,0.8536,,0.4392,,599.13,618.70,584.95,555.31,,,,,,,,,,,
51,TLHPF,11.40,-,1.08,1960.80,-,10.60,10.50,0.02,?,N/A,N/A,0.0,,0.475,,0.716,,0.372,,,5.39,1.52,3.15,,,,,,,,,,,
52,TNPF,4.28,-,-,626.74,-,8.02,8.02,-0.19,-0.22,N/A,N/A,0.0,,0.0,,0.0,,0.0,,1.47,1.45,18.38,7.15,,,,,,,,,,,
53,TPRIME,12.00,-,1.15,6570.00,-,10.43,10.06,-0.07,-0.08,N/A,N/A,0.0,,0.0,,0.3653,,0.0825,,,,550.50,489.20,,,,,,,,,,,
54,TREIT,11.00,-,1.12,28626.26,-,9.78,10.01,-0.05,-0.03,N/A,N/A,0.3182,,0.6042,,0.6828,,0.0171,,223.74,-,41.05,1168.44,,,,,,,,,,,
55,TTLPF,24.80,-,2.12,4464.00,-,11.67,11.55,-0.12,-0.49,N/A,N/A,1.2391,,1.7485,,1.6808,,0.393,,237.23,272.82,302.46,90.56,,,,,,,,,,,
56,TU-PF,1.97,-,0.52,205.33,-,3.77,3.77,0.94,1.20,N/A,N/A,0.0,,0.0,,0.0,,0.0,,20.99,32.96,28.16,27.72,,,,,,,,,,,
57,URBNPF,5.35,-,0.99,385.20,-,5.40,5.41,-0.15,0.09,N/A,N/A,0.2334,,0.3697,,0.3685,,0.12,,0.70,1.83,1.73,1.32,,,,,,,,,,,
58,WHABT,10.20,-,1.01,2060.40,-,10.06,10.07,-0.02,0.09,N/A,N/A,0.0,,0.3817,,0.5564,,0.132,,,,55.68,71.56,,,,,,,,,,,
59,WHART,10.40,-,1.07,20425.36,-,9.74,9.80,-0.03,0.06,N/A,N/A,0.2764,,0.5216,,0.5973,,0.0865,,,260.43,285.66,787.13,,,,,,,,,,,
