,Stock,Price (B.),P/E (X),P/BV (X),Market Cap (MB.),EV/EBITDA,BVPS (B.) (2018),BVPS (B.) (2017),Beta (2018),Beta (2017),Payout Ratio (2018),Payout Ratio (2017),Dividend 15 (Cash),Dividend 15 (Share),Dividend 16 (Cash),Dividend 16 (Share),Dividend 17 (Cash),Dividend 17 (Share),Dividend 18 (Cash),Dividend 18 (Share),Cash 14,Cash 15,Cash 16,Cash 17,EPS 14 (baht),EPS 15 (baht),EPS 16 (baht),EPS 17 (baht),ROE (%),D/E (X),Gross Profit Margin (%),Net Profit Margin (%),Net Profit Growth 15,Net Profit Growth 16,Net Profit Growth 17
10,JWD,8.75,14.58,2.93,8925.00,8.42,2.99,2.57,2.03,1.16,0.42,0.43,0.0,,0.03889,10.00 : 7.00,0.08,,0.15,,201.92,190.99,259.84,1218.77,0.35,0.65,-0.01,0.60,21.8241779790183,0.7984378333141892,31.006891429043044,20.658432047517802,N/A,N/A,N/A
11,KWC,300.00,21.15,2.85,1800.00,13.88,105.14,101.52,0.41,0.66,1.27,0.49,5.5,,5.5,,7.0,,0.0,,24.33,7.60,9.80,41.26,12.03,9.40,11.98,14.19,13.974257945889152,0.10073869760953648,61.955305106333704,32.275433208205364,-21.89,27.42,18.45
12,NOK,3.00,N/A,5.18,6816.00,-5.64,0.58,-0.14,0.14,0.31,N/A,N/A,0.0,,0.0,,0.0,,0.0,,2926.61,4213.76,3231.22,3169.85,-0.75,-1.16,-4.47,-1.63,-238.65786323796283,5.0486988791045,-7.457039634459442,-9.100095157657934,N/A,N/A,N/A
13,NYT,6.00,19.14,1.98,7440.00,10.98,3.03,2.95,0.62,0.60,0.96,1.00,0.0,,0.65,,0.6,,0.0,,556.29,54.61,43.58,35.18,0.65,0.72,0.63,0.31,10.376702408967923,0.16051079608112645,44.38667394866193,27.32865539837444,9.99,-12.27,-0.34
14,PRM,8.75,30.47,3.57,21875.00,14.33,2.45,2.42,1.73,1.81,0.35,-,0.0,,0.0,,0.0,,0.0,,,,360.17,2974.25,,,63.83,0.33,16.60894610820002,0.7237885577664259,25.132637191735164,15.296586696211701,,,N/A
15,PSL,13.30,N/A,1.68,20738.44,16.87,7.91,8.01,1.04,0.44,N/A,N/A,0.0,,0.0,,0.0,,0.0,,535.00,453.51,2676.31,1853.62,-0.08,-1.82,-1.71,-0.08,-0.9972277407685384,1.3374258742080751,53.95954937925399,-2.9343909348441923,N/A,N/A,N/A
16,RCL,7.85,12.20,0.73,6505.69,5.85,10.77,10.53,0.84,0.72,0.16,N/A,0.0,,0.05,,0.0,,0.1,,1623.58,2014.38,1255.45,1639.98,0.44,0.53,-1.66,0.64,5.875392236364277,0.9512029725443163,9.547127321395712,4.5139805917287985,22.11,N/A,N/A
17,THAI,16.20,N/A,1.11,35360.91,14.28,14.62,13.67,1.13,1.40,N/A,N/A,0.0,,0.0,,0.0,,0.0,,23346.55,20781.35,13389.71,15229.69,-7.15,-5.99,0.01,-0.97,-6.443268827264534,7.7954663395911385,21.16952982186908,-1.1060194149483482,N/A,N/A,N/A
18,TSTE,7.45,24.49,1.07,2855.79,14.14,6.97,6.93,0.11,-0.08,0.23,0.19,0.0,,0.06111,5.00 : 1.00,0.06,,0.0,,65.99,180.83,146.58,131.87,1.47,0.50,0.28,0.30,4.405506032494432,0.7249899851368198,26.20033347322573,6.524475876616292,-32.19,-31.33,17.31
19,TTA,8.35,25.86,0.77,15217.57,10.53,10.83,10.93,0.83,0.99,0.23,0.49,0.025,,0.05,,0.05,,0.0,,7710.64,5939.57,6954.81,4332.42,0.12,-6.61,-0.23,0.32,2.8977805402580747,0.533533862166066,18.24889899090968,4.138111474967085,N/A,N/A,N/A
20,WICE,5.15,37.43,4.12,3357.28,21.66,1.25,1.23,1.12,0.92,0.87,0.49,0.0,,0.07,,0.08,,0.12,,80.84,94.44,173.52,203.67,3.21,0.12,0.12,0.14,11.269481314898455,0.2504756410413777,24.49780502302398,6.3964972581346755,N/A,27.39,16.22
